,Squad,Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK.1,G+A-PK
85,Kosovo,28.666666666666668,25.266666666666666,,3.0,33.0,270.0,3.0,6.333333333333333,3.0,5.666666666666667,0.6666666666666666,0.6666666666666666,4.333333333333333,0.0,2.0,1.0566666666666666,3.0566666666666666,1.61,2.6666666666666665
86,Kuwait,33.0,26.4,,5.5,60.5,495.0,5.5,3.0,2.0,3.0,0.0,0.0,9.0,0.5,0.59,0.33999999999999997,0.9299999999999999,0.59,0.9299999999999999
87,Kyrgyz Republic,22.0,25.25,,3.0,33.0,270.0,3.0,5.0,4.0,4.5,0.5,0.5,2.0,1.5,1.375,1.125,2.5,1.25,2.375
88,Laos,18.0,20.5,,2.0,22.0,180.0,2.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,2.0,1.5,3.5,2.0,3.5
89,Latvia,20.0,25.166666666666668,,1.6666666666666667,18.333333333333332,150.0,1.6666666666666667,2.0,1.3333333333333333,1.6666666666666667,0.3333333333333333,0.3333333333333333,4.333333333333333,0.3333333333333333,1.1666666666666667,0.8333333333333334,2.0,1.0,1.8333333333333333
90,Lebanon,18.0,27.4,,1.5,16.5,135.0,1.5,1.0,0.5,1.0,0.0,0.0,1.5,0.0,0.75,0.25,1.0,0.75,1.0
91,Lesotho,20.0,26.1,,2.0,22.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
92,Liberia,16.0,23.0,,2.0,22.0,180.0,2.0,1.0,0.5,0.5,0.5,0.5,1.5,0.5,0.5,0.25,0.75,0.25,0.5
93,Libya,18.666666666666668,26.733333333333334,,2.0,22.0,180.0,2.0,1.3333333333333333,0.0,1.0,0.3333333333333333,0.3333333333333333,4.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.25,0.25
94,Liechtenstein,21.333333333333332,25.366666666666664,,2.0,22.0,180.0,2.0,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,2.6666666666666665,0.0,0.5,0.3333333333333333,0.8333333333333334,0.3333333333333333,0.6666666666666666
95,Lithuania,26.0,26.566666666666666,,2.3333333333333335,25.666666666666668,210.0,2.3333333333333335,2.6666666666666665,2.0,2.6666666666666665,0.0,0.0,2.6666666666666665,0.0,1.2766666666666666,0.9433333333333334,2.223333333333333,1.2766666666666666,2.223333333333333
96,Luxembourg,22.333333333333332,25.733333333333334,,2.6666666666666665,29.333333333333332,240.0,2.6666666666666665,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,6.333333333333333,0.6666666666666666,0.4166666666666667,0.08333333333333333,0.5,0.25,0.3333333333333333
97,Madagascar,14.0,27.7,,1.0,11.0,90.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
98,Malawi,22.0,24.6,,1.5,16.5,135.0,1.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0
99,Malaysia,26.5,27.85,,2.5,27.5,225.0,2.5,2.0,1.5,2.0,0.0,0.5,5.0,0.5,0.915,0.75,1.665,0.915,1.665
100,Maldives,16.0,28.2,,1.0,11.0,90.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,4.0,2.0,4.0
101,Mali,18.5,24.25,,2.0,22.0,180.0,2.0,2.0,1.5,2.0,0.0,0.0,6.0,1.0,1.665,1.165,2.835,1.665,2.835
102,Malta,22.333333333333332,25.96666666666667,,2.0,22.0,180.0,2.0,3.0,2.0,2.6666666666666665,0.3333333333333333,0.3333333333333333,2.6666666666666665,0.0,1.5,1.0,2.5,1.3333333333333333,2.3333333333333335
103,Mauritania,23.0,25.266666666666666,,2.3333333333333335,25.666666666666668,210.0,2.3333333333333335,1.6666666666666667,1.0,1.6666666666666667,0.0,0.0,2.0,0.3333333333333333,1.0,0.7766666666666667,1.7766666666666666,1.0,1.7766666666666666
104,Mauritius,28.0,27.0,,3.0,33.0,270.0,3.0,0.0,0.0,0.0,0.0,2.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0
105,Mexico,31.666666666666664,27.175,51.15,5.25,57.75,472.5,5.25,8.25,6.083333333333333,7.666666666666667,0.5833333333333333,0.5833333333333333,7.0,0.0,1.4875,1.0333333333333332,2.5208333333333335,1.3541666666666667,2.3875
106,Moldova,19.333333333333332,27.5,,1.6666666666666667,18.333333333333332,150.0,1.6666666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,3.0,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333
107,Mongolia,20.0,25.6,,2.0,22.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
108,Montenegro,23.0,27.900000000000002,,2.0,22.0,180.0,2.0,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,2.6666666666666665,0.0,0.5,0.16666666666666666,0.6666666666666666,0.3333333333333333,0.5
109,Morocco,20.25,27.35,49.0,2.5,27.5,225.0,2.5,2.5,1.5,2.5,0.0,0.0,5.5,0.0,1.085,0.665,1.75,1.085,1.75
110,Mozambique,16.333333333333332,25.8,,1.6666666666666667,18.333333333333332,150.0,1.6666666666666667,2.6666666666666665,1.3333333333333333,2.3333333333333335,0.3333333333333333,0.3333333333333333,2.0,0.0,1.3333333333333333,0.6666666666666666,2.0,1.1666666666666667,1.8333333333333333
111,Myanmar,15.0,26.3,,2.0,22.0,180.0,2.0,2.0,1.0,2.0,0.0,0.0,4.0,0.0,1.0,0.5,1.5,1.0,1.5
112,Namibia,15.0,27.7,,1.0,11.0,90.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0
113,Nepal,27.666666666666668,24.400000000000002,,3.3333333333333335,36.666666666666664,300.0,3.3333333333333335,2.6666666666666665,1.3333333333333333,2.6666666666666665,0.0,0.0,4.666666666666667,0.3333333333333333,0.6233333333333334,0.26666666666666666,0.89,0.6233333333333334,0.89
114,Netherlands,20.333333333333336,27.016666666666666,49.3,4.5,49.5,427.5,4.75,8.333333333333334,3.833333333333333,7.5,0.8333333333333333,0.8333333333333333,3.166666666666667,0.25,1.7816666666666667,0.9916666666666667,2.7733333333333334,1.55,2.541666666666667
115,New Zealand,16.5,26.625,,2.5,27.5,225.0,2.5,2.5,1.0,2.25,0.25,0.25,5.75,0.0,1.0025,0.3325,1.335,0.7525,1.085
116,Nicaragua,25.333333333333332,27.633333333333336,,3.0,33.0,270.0,3.0,3.3333333333333335,1.0,3.3333333333333335,0.0,0.6666666666666666,5.0,0.6666666666666666,1.2766666666666666,0.27666666666666667,1.5566666666666666,1.2766666666666666,1.5566666666666666
117,Niger,18.666666666666668,26.7,,2.0,22.0,180.0,2.0,2.0,0.0,1.6666666666666667,0.3333333333333333,0.3333333333333333,2.3333333333333335,0.0,1.0,0.0,1.0,0.8333333333333334,0.8333333333333334
118,Nigeria,22.083333333333336,24.933333333333334,49.05,2.916666666666667,32.08333333333333,262.5,2.916666666666667,1.75,1.0833333333333335,1.4166666666666667,0.3333333333333333,0.5833333333333333,3.5,0.0,0.5833333333333333,0.3616666666666667,0.945,0.47333333333333333,0.8333333333333334
119,North Macedonia,20.0,28.0,,2.0,22.0,180.0,2.0,5.0,4.0,4.0,1.0,1.0,4.0,0.0,2.5,2.0,4.5,2.0,4.0
120,Northern Ireland,27.0,27.45,,3.0,33.0,270.0,3.0,4.0,2.0,4.0,0.0,0.5,4.5,0.0,1.375,0.5,1.875,1.375,1.875
121,Norway,20.5,25.299999999999997,,2.0,22.0,180.0,2.0,6.5,5.5,6.0,0.5,0.5,2.0,0.0,3.25,2.75,6.0,3.0,5.75
122,Oman,23.0,26.9,,3.0,33.0,270.0,3.0,3.0,0.0,3.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0
123,Palestine,22.0,27.1,,2.0,22.0,180.0,2.0,1.0,1.0,1.0,0.0,0.0,5.0,0.0,0.5,0.5,1.0,0.5,1.0
124,Panama,24.833333333333336,27.8,36.0,3.0,33.0,270.0,3.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,0.0,0.0,8.0,0.16666666666666666,0.4983333333333333,0.4983333333333333,1.0016666666666667,0.4983333333333333,1.0016666666666667
125,Paraguay,20.0,28.9,,5.0,55.0,480.0,5.3,3.0,0.0,3.0,0.0,0.0,4.0,0.0,0.56,0.0,0.56,0.56,0.56
126,Peru,19.0,28.0,50.3,2.5,27.5,225.0,2.5,3.0,1.5,3.0,0.0,0.5,3.0,0.0,1.335,0.665,2.0,1.335,2.0
127,Philippines,19.0,30.4,,2.0,22.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0
128,Poland,21.333333333333336,26.983333333333334,50.3,2.3333333333333335,25.666666666666664,210.0,2.3333333333333335,2.833333333333333,2.166666666666667,2.666666666666667,0.16666666666666666,0.16666666666666666,2.0,0.0,1.335,0.9183333333333334,2.248333333333333,1.1683333333333334,2.081666666666667
129,Portugal,24.333333333333336,27.625,52.25,3.333333333333333,36.66666666666667,300.0,3.333333333333333,6.666666666666666,3.5833333333333335,6.25,0.41666666666666663,0.5833333333333333,1.4166666666666665,0.3333333333333333,2.0833333333333335,1.2841666666666667,3.3675,1.9791666666666665,3.263333333333333
130,Puerto Rico,16.0,23.0,,2.0,22.0,180.0,2.0,1.0,0.0,0.0,1.0,1.0,5.0,0.0,0.5,0.0,0.5,0.0,0.0
131,Qatar,21.666666666666668,26.633333333333336,,5.333333333333333,58.666666666666664,480.0,5.333333333333333,4.666666666666667,3.3333333333333335,3.6666666666666665,1.0,1.0,10.333333333333334,1.0,0.94,0.6033333333333334,1.54,0.6333333333333333,1.2300000000000002
132,Republic of Ireland,22.0,26.566666666666666,,2.3333333333333335,25.666666666666668,210.0,2.3333333333333335,3.6666666666666665,2.6666666666666665,3.3333333333333335,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,1.1666666666666667,0.75,1.9166666666666667,1.0833333333333333,1.8333333333333333
133,Romania,21.333333333333332,27.233333333333334,,1.6666666666666667,18.333333333333332,150.0,1.6666666666666667,2.6666666666666665,2.3333333333333335,2.3333333333333335,0.3333333333333333,0.6666666666666666,1.6666666666666667,0.3333333333333333,2.1666666666666665,1.8333333333333333,4.0,1.8333333333333333,3.6666666666666665
134,Russia,20.5,28.200000000000003,43.45,3.0,33.0,285.0,3.175,3.75,3.0,3.25,0.5,0.5,3.5,0.25,0.9825,0.77,1.7525,0.8150000000000001,1.5825
135,Rwanda,24.0,25.0,,2.0,22.0,180.0,2.0,5.0,3.0,5.0,0.0,0.5,3.0,0.0,2.5,1.5,4.0,2.5,4.0
136,San Marino,20.666666666666668,26.76666666666667,,2.0,22.0,180.0,2.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,1.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666
137,Saudi Arabia,19.75,26.85,59.0,2.25,24.75,202.5,2.25,2.25,1.5,1.75,0.5,1.25,2.5,0.0,1.085,0.79,1.875,0.915,1.71
138,Scotland,22.5,27.2,,2.0,22.0,180.0,2.0,3.0,2.5,3.0,0.0,0.0,0.0,0.0,1.5,1.25,2.75,1.5,2.75
139,Senegal,18.25,26.4,42.0,2.25,24.75,202.5,2.25,3.0,1.0,2.25,0.75,0.75,3.75,0.0,1.375,0.41500000000000004,1.79,0.875,1.29
140,Serbia,28.5,26.724999999999998,42.7,3.5,38.5,315.0,3.5,3.0,1.25,3.0,0.0,0.0,6.25,0.25,0.6675,0.25,0.9175,0.6675,0.9175
141,Seychelles,18.0,26.3,,1.0,11.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,Sierra Leone,22.333333333333332,24.166666666666668,,2.3333333333333335,25.666666666666668,210.0,2.3333333333333335,2.0,1.3333333333333333,1.6666666666666667,0.3333333333333333,0.6666666666666666,3.0,0.0,0.8333333333333334,0.5566666666666666,1.39,0.6666666666666666,1.2233333333333334
143,Singapore,18.5,29.0,,1.5,16.5,135.0,1.5,2.5,2.5,2.5,0.0,0.0,3.0,0.5,1.5,1.5,3.0,1.5,3.0
144,Slovakia,23.0,26.525,,3.0,33.0,270.0,3.0,3.25,0.5,2.75,0.5,0.5,5.75,0.0,1.0,0.25,1.25,0.875,1.125
145,Slovenia,18.666666666666664,26.733333333333334,,2.5,27.5,225.0,2.5,3.5,1.3333333333333333,3.333333333333333,0.16666666666666666,0.3333333333333333,5.0,0.0,1.5,0.6666666666666666,2.166666666666667,1.4166666666666665,2.083333333333333
146,South Africa,19.5,26.21666666666667,,2.3333333333333335,25.666666666666664,210.0,2.3333333333333335,2.3333333333333335,0.6666666666666666,2.3333333333333335,0.0,0.0,3.5,0.16666666666666666,1.1666666666666665,0.5,1.6666666666666667,1.1666666666666665,1.6666666666666667
147,South Sudan,22.5,23.25,,2.0,22.0,180.0,2.0,1.0,0.5,1.0,0.0,0.0,3.0,0.0,0.335,0.165,0.5,0.335,0.5
148,Spain,23.166666666666668,26.450000000000003,65.0,3.3333333333333335,36.66666666666667,310.0,3.433333333333333,5.0,2.5,4.666666666666667,0.3333333333333333,0.5,2.0,0.0,1.6333333333333333,0.9716666666666667,2.606666666666667,1.4949999999999999,2.4683333333333333
149,St. Kitts and Nevis,17.0,26.7,,1.0,11.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
150,Sudan,19.333333333333332,25.766666666666666,,2.6666666666666665,18.333333333333332,150.0,1.6666666666666667,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,2.6666666666666665,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666
151,Suriname,17.0,29.9,,1.0,11.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
152,Sweden,22.25,27.925,37.6,4.0,44.0,360.0,4.0,4.75,3.0,3.5,1.25,1.5,4.5,0.0,1.1875,0.8,1.9875,0.925,1.725
153,Switzerland,21.5,26.633333333333333,53.3,3.1666666666666665,34.833333333333336,290.0,3.216666666666667,5.0,3.833333333333333,5.0,0.0,0.16666666666666666,3.166666666666667,0.0,1.4083333333333332,1.0633333333333332,2.4716666666666667,1.4083333333333332,2.4716666666666667
154,Syria,20.5,25.5,,2.0,22.0,180.0,2.0,1.0,0.5,0.5,0.5,1.0,3.5,0.5,0.5,0.25,0.75,0.25,0.5
155,Tajikistan,23.666666666666668,24.666666666666668,,3.3333333333333335,36.666666666666664,300.0,3.3333333333333335,2.6666666666666665,1.3333333333333333,2.3333333333333335,0.3333333333333333,0.3333333333333333,9.0,0.6666666666666666,0.8666666666666667,0.39999999999999997,1.2666666666666666,0.7000000000000001,1.0999999999999999
156,Tanzania,20.666666666666668,24.566666666666666,,1.6666666666666667,18.333333333333332,150.0,1.6666666666666667,2.3333333333333335,1.6666666666666667,2.3333333333333335,0.0,0.0,2.0,0.3333333333333333,1.1666666666666667,0.8333333333333334,2.0,1.1666666666666667,2.0
157,Thailand,22.0,26.950000000000003,,1.5,16.5,135.0,1.5,2.5,1.5,2.5,0.0,0.0,2.0,0.5,1.75,0.75,2.5,1.75,2.5
158,Timor-Leste,23.0,19.9,,2.0,22.0,180.0,2.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,0.5,0.0,0.5,0.5,0.5
159,Togo,17.0,26.133333333333336,,1.6666666666666667,18.333333333333332,150.0,1.6666666666666667,2.3333333333333335,0.3333333333333333,2.0,0.3333333333333333,0.3333333333333333,1.6666666666666667,0.0,1.3333333333333333,0.3333333333333333,1.6666666666666667,1.1666666666666667,1.5
160,Trinidad and Tobago,22.5,26.7,,2.0,22.0,180.0,2.0,5.0,5.0,5.0,0.0,1.0,3.5,0.0,1.665,1.665,3.335,1.665,3.335
161,Tunisia,22.5,25.9,52.7,2.75,30.25,247.5,2.75,4.0,3.25,3.5,0.5,0.5,4.75,0.0,1.5025,1.2475,2.75,1.3325,2.585
162,Turkey,24.0,24.96666666666667,,2.0,22.0,180.0,2.0,4.0,3.0,3.6666666666666665,0.3333333333333333,0.3333333333333333,1.0,0.0,2.11,1.6666666666666667,3.776666666666667,1.9433333333333334,3.61
163,US Virgin Islands,16.0,22.2,,1.0,11.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
164,Uganda,25.5,24.1,,3.0,33.0,270.0,3.0,3.5,2.5,3.0,0.5,0.5,7.5,0.5,1.5,1.3,2.8,1.4,2.7
165,Ukraine,30.5,25.15,,3.5,38.5,315.0,3.5,4.5,3.0,3.5,1.0,1.0,4.0,0.0,1.05,0.75,1.8,0.85,1.6
166,United Arab Emirates,24.5,28.75,,3.0,33.0,270.0,3.0,8.0,4.0,6.0,2.0,2.0,3.0,0.0,2.67,1.335,4.0,2.0,3.335
167,United States,32.5,25.6,44.8,4.5,49.5,420.0,4.65,10.5,6.75,9.5,1.0,1.25,4.75,0.0,2.1799999999999997,1.375,3.5575,1.975,3.355
168,Uruguay,20.0,27.233333333333334,46.2,5.333333333333333,58.666666666666664,490.0,5.433333333333334,7.0,2.0,6.333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.3333333333333333,1.2333333333333334,0.43333333333333335,1.6666666666666667,1.1033333333333333,1.5366666666666668
169,Uzbekistan,36.666666666666664,25.066666666666666,,5.0,55.0,450.0,5.0,8.0,4.666666666666667,7.0,1.0,1.0,6.666666666666667,0.6666666666666666,1.8866666666666667,1.0566666666666666,2.9433333333333334,1.6666666666666667,2.723333333333333
170,Vanuatu,16.0,24.7,,1.0,11.0,90.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0
171,Vietnam,12.0,26.0,,1.0,11.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,Wales,24.666666666666668,24.566666666666666,,2.3333333333333335,25.666666666666668,210.0,2.3333333333333335,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,2.6666666666666665,0.3333333333333333,0.4166666666666667,0.4166666666666667,0.8333333333333334,0.4166666666666667,0.8333333333333334
173,Zambia,23.0,24.633333333333336,,2.6666666666666665,29.333333333333332,240.0,2.6666666666666665,3.6666666666666665,3.0,3.3333333333333335,0.3333333333333333,0.3333333333333333,3.0,0.0,1.3866666666666667,1.1666666666666667,2.5566666666666666,1.2766666666666666,2.4466666666666668
174,Zimbabwe,16.0,27.0,,1.0,11.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
